movie_id,title,genres,year,clean_title,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
933,Top Hat (1935),Comedy|Musical|Romance,1935,Top Hat,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
934,To Be or Not to Be (1942),Comedy|Drama|War,1942,To Be or Not to Be,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
935,My Man Godfrey (1936),Comedy,1936,My Man Godfrey,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
936,Giant (1956),Drama,1956,Giant,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
937,East of Eden (1955),Drama,1955,East of Eden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
938,"Thin Man, The (1934)",Mystery,1934,"Thin Man, The",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
939,His Girl Friday (1940),Comedy,1940,His Girl Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
940,Around the World in 80 Days (1956),Adventure|Comedy,1956,Around the World in 80 Days,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
941,It's a Wonderful Life (1946),Drama,1946,It's a Wonderful Life,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
942,Mr. Smith Goes to Washington (1939),Drama,1939,Mr. Smith Goes to Washington,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
943,Bringing Up Baby (1938),Comedy,1938,Bringing Up Baby,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
944,Penny Serenade (1941),Drama|Romance,1941,Penny Serenade,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
945,"Scarlet Letter, The (1926)",Drama,1926,"Scarlet Letter, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
946,Lady of Burlesque (1943),Comedy|Mystery,1943,Lady of Burlesque,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
947,Of Human Bondage (1934),Drama,1934,Of Human Bondage,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
948,Angel on My Shoulder (1946),Crime|Drama,1946,Angel on My Shoulder,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
949,Little Lord Fauntleroy (1936),Drama,1936,Little Lord Fauntleroy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
950,They Made Me a Criminal (1939),Crime|Drama,1939,They Made Me a Criminal,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
951,"Inspector General, The (1949)",Musical,1949,"Inspector General, The",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
952,Angel and the Badman (1947),Western,1947,Angel and the Badman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
953,"39 Steps, The (1935)",Thriller,1935,"39 Steps, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
954,"Walk in the Sun, A (1945)",Drama,1945,"Walk in the Sun, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
955,"Outlaw, The (1943)",Western,1943,"Outlaw, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
956,Night of the Living Dead (1968),Horror|Sci-Fi,1968,Night of the Living Dead,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
957,"African Queen, The (1951)",Action|Adventure|Romance|War,1951,"African Queen, The",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
958,Beat the Devil (1954),Comedy|Drama,1954,Beat the Devil,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
959,Cat on a Hot Tin Roof (1958),Drama,1958,Cat on a Hot Tin Roof,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
960,"Last Time I Saw Paris, The (1954)",Drama,1954,"Last Time I Saw Paris, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
961,Meet John Doe (1941),Drama,1941,Meet John Doe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
962,Algiers (1938),Drama|Romance,1938,Algiers,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
963,Something to Sing About (1937),Comedy|Musical,1937,Something to Sing About,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
964,"Farewell to Arms, A (1932)",Romance|War,1932,"Farewell to Arms, A",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
965,Moonlight Murder (1936),Mystery,1936,Moonlight Murder,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
966,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,1930,"Blue Angel, The (Blaue Engel, Der)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
967,Nothing Personal (1995),Drama|War,1995,Nothing Personal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
968,In the Line of Duty 2 (1987),Action,1987,In the Line of Duty 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,Dangerous Ground (1997),Drama,1997,Dangerous Ground,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
970,Picnic (1955),Drama,1955,Picnic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
971,Madagascar Skin (1995),Romance,1995,Madagascar Skin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
972,"Pompatus of Love, The (1996)",Comedy|Drama,1996,"Pompatus of Love, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
973,Small Wonders (1996),Documentary,1996,Small Wonders,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
974,Fly Away Home (1996),Adventure|Children's,1996,Fly Away Home,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,Bliss (1997),Drama|Romance,1997,Bliss,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
976,Grace of My Heart (1996),Comedy|Drama,1996,Grace of My Heart,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
977,Schlafes Bruder (Brother of Sleep) (1995),Drama,1995,Schlafes Bruder (Brother of Sleep),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
978,Maximum Risk (1996),Action|Adventure|Thriller,1996,Maximum Risk,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
979,Michael Collins (1996),Drama|War,1996,Michael Collins,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
980,"Rich Man's Wife, The (1996)",Thriller,1996,"Rich Man's Wife, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
981,Infinity (1996),Drama,1996,Infinity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
982,Big Night (1996),Drama,1996,Big Night,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
983,Last Man Standing (1996),Action|Drama|Western,1996,Last Man Standing,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
984,Caught (1996),Drama|Thriller,1996,Caught,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
985,Set It Off (1996),Action|Crime,1996,Set It Off,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
986,2 Days in the Valley (1996),Crime,1996,2 Days in the Valley,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
987,Curdled (1996),Crime,1996,Curdled,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
988,"Associate, The (L'Associe)(1982)",Comedy,1982,"Associate, The (L'Associe)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
989,Ed's Next Move (1996),Comedy,1996,Ed's Next Move,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
990,Extreme Measures (1996),Drama|Thriller,1996,Extreme Measures,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
991,"Glimmer Man, The (1996)",Action|Thriller,1996,"Glimmer Man, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
992,D3: The Mighty Ducks (1996),Children's|Comedy,1996,D3: The Mighty Ducks,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
993,"Chamber, The (1996)",Drama,1996,"Chamber, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
994,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,1975,"Apple Dumpling Gang, The",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
995,"Davy Crockett, King of the Wild Frontier (1955)",Western,1955,"Davy Crockett, King of the Wild Frontier",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
996,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,1975,Escape to Witch Mountain,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
997,"Love Bug, The (1969)",Children's|Comedy,1969,"Love Bug, The",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
998,Herbie Rides Again (1974),Adventure|Children's|Comedy,1974,Herbie Rides Again,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
999,Old Yeller (1957),Children's|Drama,1957,Old Yeller,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1000,"Parent Trap, The (1961)",Children's|Drama,1961,"Parent Trap, The",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1001,Pollyanna (1960),Children's|Comedy|Drama,1960,Pollyanna,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1002,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,1993,Homeward Bound: The Incredible Journey,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,"Shaggy Dog, The (1959)",Children's|Comedy,1959,"Shaggy Dog, The",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,Swiss Family Robinson (1960),Adventure|Children's,1960,Swiss Family Robinson,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,That Darn Cat! (1965),Children's|Comedy|Mystery,1965,That Darn Cat!,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1006,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,1954,"20,000 Leagues Under the Sea",0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1007,Cool Runnings (1993),Comedy,1993,Cool Runnings,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,Angels in the Outfield (1994),Children's|Comedy,1994,Angels in the Outfield,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,Cinderella (1950),Animation|Children's|Musical,1950,Cinderella,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1010,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,1968,Winnie the Pooh and the Blustery Day,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,"Three Caballeros, The (1945)",Animation|Children's|Musical,1945,"Three Caballeros, The",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1012,"Sword in the Stone, The (1963)",Animation|Children's,1963,"Sword in the Stone, The",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,So Dear to My Heart (1949),Children's|Drama,1949,So Dear to My Heart,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1014,Robin Hood: Prince of Thieves (1991),Drama,1991,Robin Hood: Prince of Thieves,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1015,Mary Poppins (1964),Children's|Comedy|Musical,1964,Mary Poppins,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1016,Dumbo (1941),Animation|Children's|Musical,1941,Dumbo,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1017,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,1977,Pete's Dragon,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1018,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,1971,Bedknobs and Broomsticks,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1019,Alice in Wonderland (1951),Animation|Children's|Musical,1951,Alice in Wonderland,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1020,"Fox and the Hound, The (1981)",Animation|Children's,1981,"Fox and the Hound, The",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,Freeway (1996),Crime,1996,Freeway,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1022,"Sound of Music, The (1965)",Musical,1965,"Sound of Music, The",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1023,Die Hard (1988),Action|Thriller,1988,Die Hard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1024,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,1992,"Lawnmower Man, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1025,Unhook the Stars (1996),Drama,1996,Unhook the Stars,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1026,Synthetic Pleasures (1995),Documentary,1995,Synthetic Pleasures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1027,"Secret Agent, The (1996)",Drama,1996,"Secret Agent, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1028,Secrets & Lies (1996),Drama,1996,Secrets & Lies,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1029,That Thing You Do! (1996),Comedy,1996,That Thing You Do!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,To Gillian on Her 37th Birthday (1996),Drama|Romance,1996,To Gillian on Her 37th Birthday,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1031,Surviving Picasso (1996),Drama,1996,Surviving Picasso,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1032,Love Is All There Is (1996),Comedy|Drama,1996,Love Is All There Is,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1033,Beautiful Thing (1996),Drama|Romance,1996,Beautiful Thing,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1034,"Long Kiss Goodnight, The (1996)",Action|Thriller,1996,"Long Kiss Goodnight, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1035,"Ghost and the Darkness, The (1996)",Action|Adventure,1996,"Ghost and the Darkness, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,Looking for Richard (1996),Documentary|Drama,1996,Looking for Richard,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1037,Trees Lounge (1996),Drama,1996,Trees Lounge,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1038,"Proprietor, The (1996)",Drama,1996,"Proprietor, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1039,Normal Life (1996),Crime|Drama,1996,Normal Life,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1040,Get on the Bus (1996),Drama,1996,Get on the Bus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1041,Shadow Conspiracy (1997),Thriller,1997,Shadow Conspiracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1042,Jude (1996),Drama,1996,Jude,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1043,Everyone Says I Love You (1996),Comedy|Musical|Romance,1996,Everyone Says I Love You,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1044,Bitter Sugar (Azucar Amargo) (1996),Drama,1996,Bitter Sugar (Azucar Amargo),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1045,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,1996,William Shakespeare's Romeo and Juliet,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1046,Swingers (1996),Comedy|Drama,1996,Swingers,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1047,Sleepers (1996),Crime|Drama,1996,Sleepers,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1048,"Sunchaser, The (1996)",Drama,1996,"Sunchaser, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1049,Johns (1996),Drama,1996,Johns,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1050,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,1996,Aladdin and the King of Thieves,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,"Woman in Question, The (1950)",Mystery,1950,"Woman in Question, The",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1052,Shall We Dance? (1937),Comedy|Musical|Romance,1937,Shall We Dance?,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1053,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,1937,"Damsel in Distress, A",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1054,Crossfire (1947),Crime|Film-Noir,1947,Crossfire,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1055,"Murder, My Sweet (1944)",Film-Noir|Thriller,1944,"Murder, My Sweet",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1056,Macao (1952),Adventure,1952,Macao,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,For the Moment (1994),Romance|War,1994,For the Moment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1058,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,1971,Willy Wonka and the Chocolate Factory,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1059,"Sexual Life of the Belgians, The (1994)",Comedy,1994,"Sexual Life of the Belgians, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,"Innocents, The (1961)",Thriller,1961,"Innocents, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1061,Sleeper (1973),Comedy|Sci-Fi,1973,Sleeper,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1062,Bananas (1971),Comedy|War,1971,Bananas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1063,"Fish Called Wanda, A (1988)",Comedy,1988,"Fish Called Wanda, A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,Monty Python's Life of Brian (1979),Comedy,1979,Monty Python's Life of Brian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,Victor/Victoria (1982),Comedy|Musical,1982,Victor/Victoria,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1066,"Candidate, The (1972)",Drama,1972,"Candidate, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1067,"Great Race, The (1965)",Comedy|Musical,1965,"Great Race, The",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1068,Bonnie and Clyde (1967),Crime|Drama,1967,Bonnie and Clyde,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1069,"Old Man and the Sea, The (1958)",Adventure|Drama,1958,"Old Man and the Sea, The",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1070,Dial M for Murder (1954),Mystery|Thriller,1954,Dial M for Murder,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1071,Madame Butterfly (1995),Musical,1995,Madame Butterfly,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1072,Dirty Dancing (1987),Musical|Romance,1987,Dirty Dancing,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1073,Reservoir Dogs (1992),Crime|Thriller,1992,Reservoir Dogs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1074,Platoon (1986),Drama|War,1986,Platoon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1075,Weekend at Bernie's (1989),Comedy,1989,Weekend at Bernie's,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,Basic Instinct (1992),Mystery|Thriller,1992,Basic Instinct,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1077,"Doors, The (1991)",Drama|Musical,1991,"Doors, The",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1078,"Crying Game, The (1992)",Drama|Romance|War,1992,"Crying Game, The",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1079,Glengarry Glen Ross (1992),Drama,1992,Glengarry Glen Ross,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1080,Sophie's Choice (1982),Drama,1982,Sophie's Choice,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1081,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,1982,E.T. the Extra-Terrestrial,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1082,"Search for One-eye Jimmy, The (1996)",Comedy,1996,"Search for One-eye Jimmy, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,"Christmas Carol, A (1938)",Drama,1938,"Christmas Carol, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1084,Days of Thunder (1990),Action|Romance,1990,Days of Thunder,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1085,Top Gun (1986),Action|Romance,1986,Top Gun,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1086,American Strays (1996),Action,1996,American Strays,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,Rebel Without a Cause (1955),Drama,1955,Rebel Without a Cause,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1088,"Streetcar Named Desire, A (1951)",Drama,1951,"Streetcar Named Desire, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1089,Children of the Corn IV: The Gathering (1996),Horror,1996,Children of the Corn IV: The Gathering,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1090,"Leopard Son, The (1996)",Documentary,1996,"Leopard Son, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1091,Loser (1991),Comedy,1991,Loser,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,Prerokbe Ognja (1995),Documentary,1995,Prerokbe Ognja,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1093,Charm's Incidents (1996),Drama,1996,Charm's Incidents,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1094,Bird of Prey (1996),Action,1996,Bird of Prey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,1996,Microcosmos (Microcosmos: Le peuple de l'herbe),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1096,Palookaville (1996),Action|Drama,1996,Palookaville,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1097,"Associate, The (1996)",Comedy,1996,"Associate, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,"Funeral, The (1996)",Drama,1996,"Funeral, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1099,Sleepover (1995),Comedy|Drama,1995,Sleepover,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1100,"Single Girl, A (La Fille Seule) (1995)",Drama,1995,"Single Girl, A (La Fille Seule)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1101,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,1996,"Eighth Day, The (Le Huitième jour )",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1102,Tashunga (1995),Adventure|Western,1995,Tashunga,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1103,Drunks (1997),Drama,1997,Drunks,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1104,"People vs. Larry Flynt, The (1996)",Drama,1996,"People vs. Larry Flynt, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1105,Glory Daze (1996),Drama,1996,Glory Daze,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1106,Plutonium Circus (1995),Documentary,1995,Plutonium Circus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1107,"Perfect Candidate, A (1996)",Documentary,1996,"Perfect Candidate, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1108,On Golden Pond (1981),Drama,1981,On Golden Pond,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1109,"Return of the Pink Panther, The (1974)",Comedy,1974,"Return of the Pink Panther, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,Drop Dead Fred (1991),Comedy|Fantasy,1991,Drop Dead Fred,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1111,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,1989,"Abyss, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1112,"Fog, The (1980)",Horror,1980,"Fog, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1113,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,1981,Escape from New York,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1114,"Howling, The (1980)",Horror,1980,"Howling, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1115,Jean de Florette (1986),Drama,1986,Jean de Florette,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1116,Manon of the Spring (Manon des sources) (1986),Drama,1986,Manon of the Spring (Manon des sources),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1117,Talking About Sex (1994),Comedy|Drama,1994,Talking About Sex,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1118,Johnny 100 Pesos (1993),Action|Drama,1993,Johnny 100 Pesos,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1119,Private Benjamin (1980),Comedy,1980,Private Benjamin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,Monty Python and the Holy Grail (1974),Comedy,1974,Monty Python and the Holy Grail,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,Hustler White (1996),Romance,1996,Hustler White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1122,Dadetown (1995),Documentary,1995,Dadetown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1123,Everything Relative (1996),Drama,1996,Everything Relative,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1124,Entertaining Angels: The Dorothy Day Story (1996),Drama,1996,Entertaining Angels: The Dorothy Day Story,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
